84551	51.345459	-0.711883	0.236644	122.980003
84601	51.345448	-0.711883	0.920855	135.509995
84611	51.345440	-0.711855	0.468144	155.309998
84621	51.345444	-0.711878	0.318955	240.389999
84631	51.345470	-0.711900	0.241789	203.100006
84641	51.345524	-0.711902	0.401266	30.660000
84651	51.345509	-0.711940	0.375544	223.179993
84701	51.345520	-0.711995	0.051444	254.100006
84711	51.345528	-0.711937	0.648199	79.250000
84721	51.345509	-0.711905	0.468144	46.630001
84731	51.345573	-0.711982	0.051444	46.630001
84741	51.345604	-0.712165	0.751088	46.630001
84751	51.345596	-0.712185	0.509300	250.820007
84801	51.345577	-0.712108	0.288089	61.320000
84811	51.345547	-0.712017	0.041156	34.209999
84821	51.345509	-0.712050	0.596755	34.209999
84831	51.345585	-0.711892	0.905421	34.209999
84841	51.345608	-0.711800	0.108033	74.570000
84851	51.345581	-0.711885	0.282944	225.570007
84901	51.345551	-0.711903	0.257222	16.350000
84911	51.345497	-0.711948	0.761377	216.279999
84921	51.345489	-0.711985	0.308666	163.149994
84931	51.345486	-0.711973	0.354966	112.339996
84941	51.345489	-0.711948	0.046300	112.339996
84951	51.345669	-0.711808	0.108033	112.339996
85001	51.345692	-0.711910	0.015433	112.339996
85011	51.345673	-0.711953	0.241789	112.339996
85021	51.345634	-0.711885	0.077167	112.339996
85031	51.345577	-0.711903	0.426989	112.339996
85041	51.345543	-0.711890	0.354966	138.000000
85051	51.345440	-0.711987	1.790265	227.949997
85101	51.345409	-0.712027	0.370400	188.410004
85111	51.345421	-0.712005	0.349822	138.009995
85121	51.345535	-0.711908	0.334389	337.140015
85131	51.345509	-0.711915	0.519588	231.779999
85141	51.345470	-0.711942	0.457855	195.899994
85151	51.345444	-0.711982	0.442422	246.929993
85201	51.345474	-0.712052	0.180055	259.279999
85211	51.345505	-0.712015	0.118322	311.390015
85221	51.345482	-0.712013	0.452711	123.860001
85231	51.345512	-0.711970	0.442422	292.959991
85241	51.345543	-0.711903	0.282944	20.740000
85251	51.345554	-0.711925	0.169767	240.009995
85301	51.345593	-0.711922	0.591611	259.709991
85311	51.345627	-0.711845	0.689355	17.120001
85321	51.345627	-0.711860	0.339533	179.279999
85331	51.345638	-0.711880	0.488722	308.940002
85341	51.345623	-0.711857	0.185200	88.419998
85351	51.345604	-0.711847	0.360111	272.369995
85401	51.345593	-0.711850	0.354966	41.230000
85411	51.345558	-0.711852	0.416700	339.359985
85421	51.345570	-0.711878	0.246933	40.610001
85431	51.345543	-0.711920	0.066878	278.920013
85441	51.345497	-0.711968	0.473288	172.710007
85451	51.345524	-0.711903	0.246933	118.150002
85501	51.345531	-0.711870	0.329244	149.229996
85511	51.345535	-0.711880	0.607044	15.560000
85521	51.345501	-0.711918	0.385833	319.959991
85531	51.345482	-0.711985	0.411555	192.820007
85541	51.345455	-0.711987	0.426989	344.190002
85551	51.345467	-0.711998	0.509300	202.839996
85601	51.345448	-0.712003	0.488722	192.070007
85611	51.345444	-0.711977	0.637911	201.289993
85621	51.345451	-0.711952	0.426989	131.270004
85631	51.345474	-0.711937	0.015433	131.270004
85641	51.345509	-0.711895	0.041156	131.270004
85651	51.345509	-0.711900	0.591611	131.270004
85701	51.345516	-0.711892	0.288089	131.270004
85711	51.345497	-0.711943	0.478433	349.589996
85721	51.345421	-0.711965	0.159478	28.600000
85731	51.345406	-0.711965	0.210922	180.550003
85741	51.345432	-0.711935	0.426989	180.550003
85751	51.345451	-0.711935	0.360111	180.550003
85801	51.345448	-0.711882	0.030867	180.550003
85811	51.345463	-0.711862	0.411555	98.629997
85821	51.345482	-0.711827	0.483577	297.209991
85831	51.345467	-0.711795	0.643055	130.789993
85841	51.345451	-0.711828	0.046300	130.789993
85851	51.345448	-0.711815	0.992877	130.789993
85901	51.345493	-0.711775	0.041156	130.789993
85911	51.345493	-0.711813	0.077167	130.789993
85921	51.345520	-0.711773	0.025722	130.789993
85931	51.345524	-0.711752	0.745944	102.959999
85941	51.345531	-0.711760	0.560744	63.759998
85951	51.345528	-0.711835	0.020578	63.759998
90001	51.345497	-0.711903	0.771666	187.039993
90011	51.345520	-0.711848	0.421844	86.209999
90021	51.345539	-0.711810	0.833399	61.470001
90031	51.345512	-0.711807	0.102889	100.870003
90041	51.345486	-0.711835	0.133755	157.490005
90051	51.345482	-0.711827	0.030867	167.669998
